experiment,RMSE_mean,MAE_mean,MAPE_mean,Pinball_P50_mean,PICP_80_mean,PINAW_80_mean
E2_global_mvmd_tft,207.48391881336192,139.67975199896185,31.53209034475002,69.83987599948092,0.7981713303878252,0.2021120629640156
E3_rolling_mvmd_tft,425.67467185034076,303.62584913961945,66.91111210586622,151.81292456980972,0.7317133038782524,0.4509200728238039
E1_raw_tft,437.1838919050164,311.0419295504158,71.44199249072123,155.5209647752079,0.7927712322042219,0.4646354214874868
E5_rolling_mvmd_en_tft,442.6881301174863,312.3187852786919,69.9966351621647,156.15939263934595,0.7787187039764359,0.46720865199758993
E4_rolling_mvmd_en_lstm,502.6132443745931,357.95820299784344,74.76063617070515,178.97910149892172,0.7906848306332842,0.5195386546353499
